Paper ID,Title,Authors
1824,BayesCap: Bayesian Identity Cap for Calibrated Uncertainty in Frozen Neural Networks,Uddeshya Upadhyay; Shyamgopal Karthik; Yanbei Chen; Massimiliano Mancini; Zeynep Akata
1860,Learning Online Multi-sensor Depth Fusion,Erik Sandström; Martin R. Oswald; Suryansh Kumar; Silvan Weder; Fisher Yu; Cristian Sminchisescu; Luc Van Gool
2104,Target-Absent Human Attention,Zhibo Yang; Sounak Mondal; Seoyoung Ahn; Gregory Zelinsky; Minh Hoai; Dimitris Samaras
2171,CPrune: Compiler-Informed Model Pruning for Efficient Target-Aware DNN Execution,Taeho Kim; Yongin Kwon; Jemin Lee; Taeho Kim; Sangtae Ha
2267,Teaching with Soft Label Smoothing for Mitigating Noisy Labels in Facial Expressions,Tohar Lukov; Na Zhao; Gim Hee Lee; Ser-Nam Lim
2336,Hierarchical Semantic Regularization of Latent Spaces in StyleGANs,Tejan Karmali; Rishubh Parihar; Susmit Agrawal; Harsh Rangwani; Varun Jampani; Maneesh Singh; R. Venkatesh Babu
2501,Dense Gaussian Processes for Few-Shot Segmentation,Joakim Johnander; Johan Edstedt; Michael Felsberg; Fahad Shahbaz Khan; Martin Danelljan
2589,Learning Continuous Implicit Representation for Near-Periodic Patterns,Bowei Chen; Tiancheng Zhi; Martial Hebert; Srinivasa G. Narasimhan
2667,Improving the Reliability for Confidence Estimation,Haoxuan Qu; Yanchao Li; Lin Geng Foo; Jason Kuen; Jiuxiang Gu; Jun Liu
4861,GraphVid: It Only Takes a Few Nodes to Understand a Video,Eitan Kosman; Dotan Di Castro
3127,Towards Robust Face Recognition with Comprehensive Search,Manyuan Zhang; Guanglu Song; Yu Liu; Hongsheng Li
3217,Pose2Room: Understanding 3D Scenes from Human Activities,Yinyu Nie; Angela Dai; Xiaoguang Han; Matthias Nießner
3351,S2Contact: Graph-Based Network for 3D Hand-Object Contact Estimation with Semi-Supervised Learning,Tze Ho Elden Tse; Zhongqun Zhang; Kwang In Kim; Aleš Leonardis; Feng Zheng; Hyung Jin Chang
3511,DynaST: Dynamic Sparse Transformer for Exemplar-Guided Image Generation,Songhua Liu; Jingwen Ye; Sucheng Ren; Xinchao Wang
3731,TAFIM: Targeted Adversarial Attacks against Facial Image Manipulations,Shivangi Aneja; Lev Markhasin; Matthias Nießner
3769,EdgeViTs: Competing Light-Weight CNNs on Mobile Devices with Vision Transformers,Junting Pan; Adrian Bulat; Fuwen Tan; Xiatian Zhu; Lukasz Dudziak; Hongsheng Li; Georgios Tzimiropoulos; Brais Martinez
4037,TokenMix: Rethinking Image Mixing for Data Augmentation in Vision Transformers,Jihao Liu; Boxiao Liu; Hang Zhou; Hongsheng Li; Yu Liu
4043,Master of All: Simultaneous Generalization of Urban-Scene Segmentation to All Adverse Weather Conditions,Nikhil Reddy; Abhinav Singhal; Abhishek Kumar; Mahsa Baktashmotlagh; Chetan Arora
4115,DFNet: Enhance Absolute Pose Regression with Direct Feature Matching,Shuai Chen; Xinghui Li; Zirui Wang; Victor Adrian Prisacariu
5080,PrivHAR: Recognizing Human Actions from Privacy-Preserving Lens,Carlos Hinojosa; Miguel Marquez; Henry Arguello; Ehsan Adeli; Li Fei-Fei; Juan Carlos Niebles
7511,MeshUDF: Fast and Differentiable Meshing of Unsigned Distance Field Networks,Benoît Guillard; Federico Stella; Pascal Fua
5234,Learn2Augment: Learning to Composite Videos for Data Augmentation in Action Recognition,Shreyank N Gowda; Marcus Rohrbach; Frank Keller; Laura Sevilla-Lara
4247,Depth Map Decomposition for Monocular Depth Estimation,Jinyoung Jun; Jae-Han Lee; Chul Lee; Chang-Su Kim
4275,Video Extrapolation in Space and Time,Yunzhi Zhang; Jiajun Wu
4304,Learning Visual Styles from Audio-Visual Associations,Tingle Li; Yichen Liu; Andrew Owens; Hang Zhao
4336,Learning Mutual Modulation for Self-Supervised Cross-Modal Super-Resolution,Xiaoyu Dong; Naoto Yokoya; Longguang Wang; Tatsumi Uezato
4406,DeMFI: Deep Joint Deblurring and Multi-Frame Interpolation with Flow-Guided Attentive Correlation and Recursive Boosting,Jihyong Oh; Munchurl Kim
4412,Sliced Recursive Transformer,Zhiqiang Shen; Zechun Liu; Eric Xing
4429,"UniNet: Unified Architecture Search with Convolution, Transformer, and MLP",Jihao Liu; Xin Huang; Guanglu Song; Hongsheng Li; Yu Liu
6132,Flow Graph to Video Grounding for Weakly-Supervised Multi-step Localization,Nikita Dvornik; Isma Hadji; Hai Pham; Dhaivat Bhatt; Brais Martinez; Afsaneh Fazly; Allan D. Jepson
4619,Facial Depth and Normal Estimation Using Single Dual-Pixel Camera,Minjun Kang; Jaesung Choe; Hyowon Ha; Hae-Gon Jeon; Sunghoon Im; In So Kweon; Kuk-Jin Yoon
4652,Neural Scene Decoration from a Single Photograph,Hong-Wing Pang; Yingshu Chen; Phuoc-Hieu Le; Binh-Son Hua; Thanh Nguyen; Sai-Kit Yeung
4739,Hallucinating Pose-Compatible Scenes,Tim Brooks; Alexei A. Efros
4940,Few ‘Zero Level Set’-Shot Learning of Shape Signed Distance Functions in Feature Space,Amine Ouasfi; Adnane Boukhayma
4972,diffConv: Analyzing Irregular Point Clouds with an Irregular View,Manxi Lin; Aasa Feragen
4977,TACS: Taxonomy Adaptive Cross-Domain Semantic Segmentation,Rui Gong; Martin Danelljan; Dengxin Dai; Danda Pani Paudel; Ajad Chhatkuli; Fisher Yu; Luc Van Gool
5083,Weight Fixing Networks,Christopher Subia-Waud; Srinandan Dasmahapatra
5180,Directed Ray Distance Functions for 3D Scene Reconstruction,Nilesh Kulkarni; Justin Johnson; David F. Fouhey
5251,FS-COCO: Towards Understanding of Freehand Sketches of Common Objects in Context,Pinaki Nath Chowdhury; Aneeshan Sain; Ayan Kumar Bhunia; Tao Xiang; Yulia Gryaditskaya; Yi-Zhe Song
7215,Bi-PointFlowNet: Bidirectional Learning for Point Cloud Based Scene Flow Estimation,Wencan Cheng; Jong Hwan Ko
5327,A Dataset for Interactive Vision-Language Navigation with Unknown Command Feasibility,Andrea Burns; Deniz Arsan; Sanjna Agrawal; Ranjitha Kumar; Kate Saenko; Bryan A. Plummer
5405,PSS: Progressive Sample Selection for Open-World Visual Representation Learning,Tianyue Cao; Yongxin Wang; Yifan Xing; Tianjun Xiao; Tong He; Zheng Zhang; Hao Zhou; Joseph Tighe
5484,Point MixSwap: Attentional Point Cloud Mixing via Swapping Matched Structural Divisions,Ardian Umam; Cheng-Kun Yang; Yung-Yu Chuang; Jen-Hui Chuang; Yen-Yu Lin
5669,RayTran: 3D Pose Estimation and Shape Reconstruction of Multiple Objects from Videos with Ray-Traced Transformers,Michał J. Tyszkiewicz; Kevis-Kokitsi Maninis; Stefan Popov; Vittorio Ferrari
5702,Space-Partitioning RANSAC,Daniel Barath; Gábor Valasek
5750,SPIN: An Empirical Evaluation on Sharing Parameters of Isotropic Networks,Chien-Yu Lin; Anish Prabhu; Thomas Merth; Sachin Mehta; Anurag Ranjan; Maxwell Horton; Mohammad Rastegari
5932,Controllable Shadow Generation Using Pixel Height Maps,Yichen Sheng; Yifan Liu; Jianming Zhang; Wei Yin; A. Cengiz Oztireli; He Zhang; Zhe Lin; Eli Shechtman; Bedrich Benes
6046,Contextformer: A Transformer with Spatio-Channel Attention for Context Modeling in Learned Image Compression,A. Burakhan Koyuncu; Han Gao; Atanas Boev; Georgii Gaikov; Elena Alshina; Eckehard Steinbach
6199,MUGEN: A Playground for Video-Audio-Text Multimodal Understanding and GENeration,Thomas Hayes; Songyang Zhang; Xi Yin; Guan Pang; Sasha Sheng; Harry Yang; Songwei Ge; Qiyuan Hu; Devi Parikh
7248,Bayesian Tracking of Video Graphs Using Joint Kalman Smoothing and Registration,Aditi Basu Bal; Ramy Mounir; Sathyanarayanan Aakur; Sudeep Sarkar; Anuj Srivastava
6365,Video Dialog As Conversation about Objects Living in Space-Time,Hoang-Anh Pham; Thao Minh Le; Vuong Le; Tu Minh Phuong; Truyen Tran
6555,Adversarial Label Poisoning Attack on Graph Neural Networks via Label Propagation,Ganlin Liu; Xiaowei Huang; Xinping Yi
6560,Visual Knowledge Tracing,Neehar Kondapaneni; Pietro Perona; Oisin Mac Aodha
6634,FedLTN: Federated Learning for Sparse and Personalized Lottery Ticket Networks,Vaikkunth Mugunthan; Eric Lin; Vignesh Gokul; Christian Lau; Lalana Kagal; Steve Pieper
6651,Improving the Perceptual Quality of 2D Animation Interpolation,Shuhong Chen; Matthias Zwicker
3723,MTTrans: Cross-Domain Object Detection with Mean Teacher Transformer,Jinze Yu; Jiaming Liu; Xiaobao Wei; Haoyi Zhou; Yohei Nakata; Denis Gudovskiy; Tomoyuki Okuno; Jianxin Li; Kurt Keutzer; Shanghang Zhang
4323,Contrastive Learning for Diverse Disentangled Foreground Generation,Yuheng Li; Yijun Li; Jingwan Lu; Eli Shechtman; Yong Jae Lee; Krishna Kumar Singh
4331,Fabric Material Recovery from Video Using Multi-Scale Geometric Auto-Encoder,Junbang Liang; Ming Lin
7955,DSR – A Dual Subspace Re-Projection Network for Surface Anomaly Detection,Vitjan Zavrtanik; Matej Kristan; Danijel Skočaj
2153,Perceptual Artifacts Localization for Inpainting,Lingzhi Zhang; Yuqian Zhou; Connelly Barnes; Sohrab Amirghodsi; Zhe Lin; Eli Shechtman; Jianbo Shi
194,ExtrudeNet: Unsupervised Inverse Sketch-and-Extrude for Shape Parsing,Daxuan Ren; Jianmin Zheng; Jianfei Cai; Jiatong Li; Junzhe Zhang
499,Demystifying Unsupervised Semantic Correspondence Estimation,Mehmet Aygün; Oisin Mac Aodha
893,LiDAL: Inter-Frame Uncertainty Based Active Learning for 3D LiDAR Semantic Segmentation,Zeyu Hu; Xuyang Bai; Runze Zhang; Xin Wang; Guangyuan Sun; Hongbo Fu; Chiew-Lan Tai
940,FashionViL: Fashion-Focused Vision-and-Language Representation Learning,Xiao Han; Licheng Yu; Xiatian Zhu; Li Zhang; Yi-Zhe Song; Tao Xiang
1118,CycDA: Unsupervised Cycle Domain Adaptation to Learn from Image to Video,Wei Lin; Anna Kukleva; Kunyang Sun; Horst Possegger; Hilde Kuehne; Horst Bischof
1415,NeILF: Neural Incident Light Field for Physically-Based Material Estimation,Yao Yao; Jingyang Zhang; Jingbo Liu; Yihang Qu; Tian Fang; David McKinnon; Yanghai Tsin; Long Quan
1439,What to Hide from Your Students: Attention-Guided Masked Image Modeling,Ioannis Kakogeorgiou; Spyros Gidaris; Bill Psomas; Yannis Avrithis; Andrei Bursuc; Konstantinos Karantzalos; Nikos Komodakis
1567,CPO: Change Robust Panorama to Point Cloud Localization,Junho Kim; Hojun Jang; Changwoon Choi; Young Min Kim
2054,Streaming Multiscale Deep Equilibrium Models,Can Ufuk Ertenli; Emre Akbas; Ramazan Gokberk Cinbis
4067,Secrets of Event-Based Optical Flow,Shintaro Shiba; Yoshimitsu Aoki; Guillermo Gallego
3672,Unified Fully and Timestamp Supervised Temporal Action Segmentation via Sequence to Sequence Translation,Nadine Behrmann; S. Alireza Golestaneh; Zico Kolter; Jürgen Gall; Mehdi Noroozi
4021,UnrealEgo: A New Dataset for Robust Egocentric 3D Human Motion Capture,Hiroyasu Akada; Jian Wang; Soshi Shimada; Masaki Takahashi; Christian Theobalt; Vladislav Golyanik
4330,Augmentation of rPPG Benchmark Datasets: Learning to Remove and Embed rPPG Signals via Double Cycle Consistent Learning from Unpaired Facial Videos,Cheng-Ju Hsieh; Wei-Hao Chung; Chiou-Ting Hsu
4343,Learning Instance and Task-Aware Dynamic Kernels for Few-Shot Learning,Rongkai Ma; Pengfei Fang; Gil Avraham; Yan Zuo; Tianyu Zhu; Tom Drummond; Mehrtash Harandi
4471,Neural Image Representations for Multi-Image Fusion and Layer Separation,Seonghyeon Nam; Marcus A. Brubaker; Michael S. Brown
4802,Neural Video Compression Using GANs for Detail Synthesis and Propagation,Fabian Mentzer; Eirikur Agustsson; Johannes Ballé; David Minnen; Nick Johnston; George Toderici
4904,Camera Pose Estimation and Localization with Active Audio Sensing,Karren Yang; Michael Firman; Eric Brachmann; Clément Godard
4961,HULC: 3D HUman Motion Capture with Pose Manifold SampLing and Dense Contact Guidance,Soshi Shimada; Vladislav Golyanik; Zhi Li; Patrick Pérez; Weipeng Xu; Christian Theobalt
5034,Audio-Visual Mismatch-Aware Video Retrieval via Association and Adjustment,Sangmin Lee; Sungjune Park; Yong Man Ro
5350,Uncertainty-DTW for Time Series and Sequences,Lei Wang; Piotr Koniusz
5082,Contrastive Vicinal Space for Unsupervised Domain Adaptation,Jaemin Na; Dongyoon Han; Hyung Jin Chang; Wonjun Hwang
5643,GRIT-VLP: Grouped Mini-Batch Sampling for Efficient Vision and Language Pre-training,Jaeseok Byun; Taebaek Hwang; Jianlong Fu; Taesup Moon
5666,Helpful or Harmful: Inter-Task Association in Continual Learning,Hyundong Jin; Eunwoo Kim
5754,SAGA: Stochastic Whole-Body Grasping with Contact,Yan Wu; Jiahao Wang; Yan Zhang; Siwei Zhang; Otmar Hilliges; Fisher Yu; Siyu Tang
6395,Style Your Hair: Latent Optimization for Pose-Invariant Hairstyle Transfer via Local-Style-Aware Hair Alignment,Taewoo Kim; Chaeyeon Chung; Yoonseo Kim; Sunghyun Park; Kangyeol Kim; Jaegul Choo
6895,NashAE: Disentangling Representations through Adversarial Covariance Minimization,Eric Yeats; Frank Liu; David Womble; Hai Li
6959,ManiFest: Manifold Deformation for Few-Shot Image Translation,Fabio Pizzati; Jean-François Lalonde; Raoul de Charette
7093,Improving Generalization in Federated Learning by Seeking Flat Minima,Debora Caldarola; Barbara Caputo; Marco Ciccone
7102,MultiMAE: Multi-modal Multi-task Masked Autoencoders,Roman Bachmann; David Mizrahi; Andrei Atanov; Amir Zamir
2911,InfiniteNature-Zero: Learning Perpetual View Generation of Natural Scenes from Single Images,Zhengqi Li; Qianqian Wang; Noah Snavely; Angjoo Kanazawa
7218,PoserNet: Refining Relative Camera Poses Exploiting Object Detections,Matteo Taiana; Matteo Toso; Stuart James; Alessio Del Bue
7331,Autoregressive Uncertainty Modeling for 3D Bounding Box Prediction,YuXuan Liu; Nikhil Mishra; Maximilian Sieb; Yide Shentu; Pieter Abbeel; Xi Chen
7450,VizWiz-FewShot: Locating Objects in Images Taken by People with Visual Impairments,Yu-Yun Tseng; Alexander Bell; Danna Gurari
7950,Transfer without Forgetting,Matteo Boschini; Lorenzo Bonicelli; Angelo Porrello; Giovanni Bellitto; Matteo Pennisi; Simone Palazzo; Concetto Spampinato; Simone Calderara
1425,Multiview Stereo with Cascaded Epipolar RAFT,Zeyu Ma; Zachary Teed; Jia Deng
1710,Generative Adversarial Network for Future Hand Segmentation from Egocentric Video,Wenqi Jia; Miao Liu; James M. Rehg
2829,Exploring Resolution and Degradation Clues As Self-Supervised Signal for Low Quality Object Detection,Ziteng Cui; Yingying Zhu; Lin Gu; Guo-Jun Qi; Xiaoxiao Li; Renrui Zhang; Zenghui Zhang; Tatsuya Harada
4124,Towards Regression-Free Neural Networks for Diverse Compute Platforms,Rahul Duggal; Hao Zhou; Shuo Yang; Jun Fang; Yuanjun Xiong; Wei Xia
4581,Deep Portrait Delighting,Joshua Weir; Junhong Zhao; Andrew Chalmers; Taehyun Rhee
4824,Semantic-Aware Fine-Grained Correspondence,Yingdong Hu; Renhao Wang; Kaifeng Zhang; Yang Gao
6210,Lipschitz Continuity Retained Binary Neural Network,Yuzhang Shang; Dan Xu; Bin Duan; Ziliang Zong; Liqiang Nie; Yan Yan
46,PPT: Token-Pruned Pose Transformer for Monocular and Multi-View Human Pose Estimation,Haoyu Ma; Zhe Wang; Yifei Chen; Deying Kong; Liangjian Chen; Xingwei Liu; Xiangyi Yan; Hao Tang; Xiaohui Xie
5040,Classification-Regression for Chart Comprehension,Matan Levy; Rami Ben-Ari; Dani Lischinski
7174,Panoramic Vision Transformer for Saliency Detection in 360° Videos,Heeseung Yun; Sehun Lee; Gunhee Kim
5265,Exploring Fine-Grained Audiovisual Categorization with the SSW60 Dataset,Grant Van Horn; Rui Qian; Kimberly Wilber; Hartwig Adam; Oisin Mac Aodha; Serge Belongie
3623,JoJoGAN: One Shot Face Stylization,Min Jin Chong; David Forsyth
1407,Box2Mask: Weakly Supervised 3D Semantic Instance Segmentation Using Bounding Boxes,Julian Chibane; Francis Engelmann; Tuan Anh Tran; Gerard Pons-Moll
2290,Generalizable Patch-Based Neural Rendering,Mohammed Suhail; Carlos Esteves; Leonid Sigal; Ameesh Makadia
5096,Solution Space Analysis of Essential Matrix Based on Algebraic Error Minimization,Gaku Nakano
5285,Approximate Differentiable Rendering with Algebraic Surfaces,Leonid Keselman; Martial Hebert
6571,Beyond Periodicity: Towards a Unifying Framework for Activations in Coordinate-MLPs,Sameera Ramasinghe; Simon Lucey
7838,Gaussian Activated Neural Radiance Fields for High Fidelity Reconstruction & Pose Estimation,Shin-Fang Chng; Sameera Ramasinghe; Jamie Sherrah; Simon Lucey
7886,Unbiased Gradient Estimation for Differentiable Surface Splatting via Poisson Sampling,Jan U. Müller; Michael Weinmann; Reinhard Klein
2808,OccamNets: Mitigating Dataset Bias by Favoring Simpler Hypotheses,Robik Shrestha; Kushal Kafle; Christopher Kanan
5263,The Abduction of Sherlock Holmes: A Dataset for Visual Abductive Reasoning,Jack Hessel; Jena D. Hwang; Jae Sung Park; Rowan Zellers; Chandra Bhagavatula; Anna Rohrbach; Kate Saenko; Yejin Choi
6185,Look Both Ways: Self-Supervising Driver Gaze Estimation and Road Scene Saliency,Isaac Kasahara; Simon Stent; Hyun Soo Park
6243,A Dense Material Segmentation Dataset for Indoor and Outdoor Scene Parsing,Paul Upchurch; Ransen Niu
8098,"“This Is My Unicorn, Fluffy”: Personalizing Frozen Vision-Language Representations",Niv Cohen; Rinon Gal; Eli A. Meirom; Gal Chechik; Yuval Atzmon
185,HuMMan: Multi-modal 4D Human Dataset for Versatile Sensing and Modeling,Zhongang Cai; Daxuan Ren; Ailing Zeng; Zhengyu Lin; Tao Yu; Wenjia Wang; Xiangyu Fan; Yang Gao; Yifan Yu; Liang Pan; Fangzhou Hong; Mingyuan Zhang; Chen Change Loy; Lei Yang; Ziwei Liu
184,WeLSA: Learning to Predict 6D Pose from Weakly Labeled Data Using Shape Alignment,Shishir Reddy Vutukur; Ivan Shugurov; Benjamin Busam; Andreas Hutter; Slobodan Ilic
296,BEAT: A Large-Scale Semantic and Emotional Multi-modal Dataset for Conversational Gestures Synthesis,Haiyang Liu; Zihao Zhu; Naoya Iwamoto; Yichen Peng; Zhengqing Li; You Zhou; Elif Bozkurt; Bo Zheng
537,Implicit Neural Representations for Image Compression,Yannick Strümpler; Janis Postels; Ren Yang; Luc Van Gool; Federico Tombari
599,Neural Architecture Search for Spiking Neural Networks,Youngeun Kim; Yuhang Li; Hyoungseob Park; Yeshwanth Venkatesha; Priyadarshini Panda
654,Semi-Supervised Monocular 3D Object Detection by Multi-View Consistency,Qing Lian; Yanbo Xu; Weilong Yao; Yingcong Chen; Tong Zhang
4820,TALISMAN: Targeted Active Learning for Object Detection with Rare Classes and Slices Using Submodular Mutual Information,Suraj Kothawade; Saikat Ghosh; Sumit Shekhar; Yu Xiang; Rishabh Iyer
6002,S2F2: Single-Stage Flow Forecasting for Future Multiple Trajectories Prediction,Yu-Wen Chen; Hsuan-Kung Yang; Chu-Chi Chiu; Chun-Yi Lee
933,3D Compositional Zero-Shot Learning with DeCompositional Consensus,Muhammad Ferjad Naeem; Evin Pınar Örnek; Yongqin Xian; Luc Van Gool; Federico Tombari
1055,Real-Time Online Video Detection with Temporal Smoothing Transformers,Yue Zhao; Philipp Krähenbühl
1407,Box2Mask: Weakly Supervised 3D Semantic Instance Segmentation Using Bounding Boxes,Julian Chibane; Francis Engelmann; Tuan Anh Tran; Gerard Pons-Moll
1277,Learning to Drive by Watching YouTube Videos: Action-Conditioned Contrastive Policy Pretraining,Qihang Zhang; Zhenghao Peng; Bolei Zhou
1330,Making Heads or Tails: Towards Semantically Consistent Visual Counterfactuals,Simon Vandenhende; Dhruv Mahajan; Filip Radenovic; Deepti Ghadiyaram
1358,Towards Generic 3D Tracking in RGBD Videos: Benchmark and Baseline,Jinyu Yang; Zhongqun Zhang; Zhe Li; Hyung Jin Chang; Aleš Leonardis; Feng Zheng
1417,ViewFormer: NeRF-Free Neural Rendering from Few Images Using Transformers,Jonáš Kulhánek; Erik Derner; Torsten Sattler; Robert Babuška
2290,Generalizable Patch-Based Neural Rendering,Mohammed Suhail; Carlos Esteves; Leonid Sigal; Ameesh Makadia
1506,Not Just Streaks: Towards Ground Truth for Single Image Deraining,Yunhao Ba; Howard Zhang; Ethan Yang; Akira Suzuki; Arnold Pfahnl; Chethan Chinder Chandrappa; Celso M. de Melo; Suya You; Stefano Soatto; Alex Wong; Achuta Kadambi
1534,Self-supervised Human Mesh Recovery with Cross-Representation Alignment,Xuan Gong; Meng Zheng; Benjamin Planche; Srikrishna Karanam; Terrence Chen; David Doermann; Ziyan Wu
1761,Neural Density-Distance Fields,Itsuki Ueda; Yoshihiro Fukuhara; Hirokatsu Kataoka; Hiroaki Aizawa; Hidehiko Shishido; Itaru Kitahara
1947,BungeeNeRF: Progressive Neural Radiance Field for Extreme Multi-Scale Scene Rendering,Yuanbo Xiangli; Linning Xu; Xingang Pan; Nanxuan Zhao; Anyi Rao; Christian Theobalt; Bo Dai; Dahua Lin
5096,Solution Space Analysis of Essential Matrix Based on Algebraic Error Minimization,Gaku Nakano
2311,SESS: Saliency Enhancing with Scaling and Sliding,Osman Tursun; Simon Denman; Sridha Sridharan; Clinton Fookes
2557,Detecting Twenty-Thousand Classes Using Image-Level Supervision,Xingyi Zhou; Rohit Girdhar; Armand Joulin; Philipp Krähenbühl; Ishan Misra
2601,Max Pooling with Vision Transformers Reconciles Class and Shape in Weakly Supervised Semantic Segmentation,Simone Rossetti; Damiano Zappia; Marta Sanzari; Marco Schaerf; Fiora Pirri
2624,Context-Aware Streaming Perception in Dynamic Environments,Gur-Eyal Sela; Ionel Gog; Justin Wong; Kumar Krishna Agrawal; Xiangxi Mo; Sukrit Kalra; Peter Schafhalter; Eric Leong; Xin Wang; Bharathan Balaji; Joseph Gonzalez; Ion Stoica
5285,Approximate Differentiable Rendering with Algebraic Surfaces,Leonid Keselman; Martial Hebert
3080,Doubly Deformable Aggregation of Covariance Matrices for Few-Shot Segmentation,Zhitong Xiong; Haopeng Li; Xiao Xiang Zhu
3093,MemSAC: Memory Augmented Sample Consistency for Large Scale Domain Adaptation,Tarun Kalluri; Astuti Sharma; Manmohan Chandraker
3247,Efficient One-Stage Video Object Detection by Exploiting Temporal Consistency,Guanxiong Sun; Yang Hua; Guosheng Hu; Neil Robertson
3660,Domain Generalization by Mutual-Information Regularization with Pre-trained Models,Junbum Cha; Kyungjae Lee; Sungrae Park; Sanghyuk Chun
6571,Beyond Periodicity: Towards a Unifying Framework for Activations in Coordinate-MLPs,Sameera Ramasinghe; Simon Lucey
3686,SNeS: Learning Probably Symmetric Neural Surfaces from Incomplete Data,Eldar Insafutdinov; Dylan Campbell; João F. Henriques; Andrea Vedaldi
3703,HDR-Plenoxels: Self-Calibrating High Dynamic Range Radiance Fields,Kim Jun-Seong; Kim Yu-Ji; Moon Ye-Bin; Tae-Hyun Oh
3721,Abstracting Sketches through Simple Primitives,Stephan Alaniz; Massimiliano Mancini; Anjan Dutta; Diego Marcos; Zeynep Akata
4996,Adversarial Contrastive Learning via Asymmetric InfoNCE,Qiying Yu; Jieming Lou; Xianyuan Zhan; Qizhang Li; Wangmeng Zuo; Yang Liu; Jingjing Liu
4117,A-OKVQA: A Benchmark for Visual Question Answering Using World Knowledge,Dustin Schwenk; Apoorv Khandelwal; Christopher Clark; Kenneth Marino; Roozbeh Mottaghi
1468,Relationformer: A Unified Framework for Image-to-Graph Generation,Suprosanna Shit; Rajat Koner; Bastian Wittmann; Johannes Paetzold; Ivan Ezhov; Hongwei Li; Jiazhen Pan; Sahand Sharifzadeh; Georgios Kaissis; Volker Tresp; Bjoern Menze
4303,SLIP: Self-Supervision Meets Language-Image Pre-training,Norman Mu; Alexander Kirillov; David Wagner; Saining Xie
5494,IS-MVSNet: Importance Sampling-Based MVSNet,Likang Wang; Yue Gong; Xinjun Ma; Qirui Wang; Kaixuan Zhou; Lei Chen
4588,PointMixer: MLP-Mixer for Point Cloud Understanding,Jaesung Choe; Chunghyun Park; Francois Rameau; Jaesik Park; In So Kweon
7838,Gaussian Activated Neural Radiance Fields for High Fidelity Reconstruction & Pose Estimation,Shin-Fang Chng; Sameera Ramasinghe; Jamie Sherrah; Simon Lucey
4807,Perspective Flow Aggregation for Data-Limited 6D Object Pose Estimation,Yinlin Hu; Pascal Fua; Mathieu Salzmann
5092,ChunkyGAN: Real Image Inversion via Segments,Adéla Šubrtová; David Futschik; Jan Čech; Michal Lukáč; Eli Shechtman; Daniel Sýkora
5129,3D-PL: Domain Adaptive Depth Estimation with 3D-Aware Pseudo-Labeling,Yu-Ting Yen; Chia-Ni Lu; Wei-Chen Chiu; Yi-Hsuan Tsai
5158,Camera Pose Auto-Encoders for Improving Pose Regression,Yoli Shavit; Yosi Keller
5217,FindIt: Generalized Localization with Natural Language Queries,Weicheng Kuo; Fred Bertsch; Wei Li; AJ Piergiovanni; Mohammad Saffar; Anelia Angelova
5235,Action-Based Contrastive Learning for Trajectory Prediction,Marah Halawa; Olaf Hellwich; Pia Bideau
5559,TDViT: Temporal Dilated Video Transformer for Dense Video Tasks,Guanxiong Sun; Yang Hua; Guosheng Hu; Neil Robertson
5721,SimpleRecon: 3D Reconstruction without 3D Convolutions,Mohamed Sayed; John Gibson; Jamie Watson; Victor Prisacariu; Michael Firman; Clément Godard
5937,CADyQ: Content-Aware Dynamic Quantization for Image Super-Resolution,Cheeun Hong; Sungyong Baik; Heewon Kim; Seungjun Nah; Kyoung Mu Lee
7886,Unbiased Gradient Estimation for Differentiable Surface Splatting via Poisson Sampling,Jan U. Müller; Michael Weinmann; Reinhard Klein
6090,A Kendall Shape Space Approach to 3D Shape Estimation from 2D Landmarks,Martha Paskin; Daniel Baum; Mason N. Dean; Christoph von Tycowicz
6097,Pre-training Strategies and Datasets for Facial Representation Learning,Adrian Bulat; Shiyang Cheng; Jing Yang; Andrew Garbett; Enrique Sanchez; Georgios Tzimiropoulos
6112,Neural Strands: Learning Hair Geometry and Appearance from Multi-View Images,Radu Alexandru Rosu; Shunsuke Saito; Ziyan Wang; Chenglei Wu; Sven Behnke; Giljoo Nam
6144,Improving Few-Shot Learning through Multi-task Representation Learning Theory,Quentin Bouniot; Ievgen Redko; Romaric Audigier; Angélique Loesch; Amaury Habrard
6148,Long-Tailed Instance Segmentation Using Gumbel Optimized Loss,Konstantinos Panagiotis Alexandridis; Jiankang Deng; Anh Nguyen; Shan Luo
6177,3D Scene Inference from Transient Histograms,Sacha Jungerman; Atul Ingle; Yin Li; Mohit Gupta
6207,Network Binarization via Contrastive Learning,Yuzhang Shang; Dan Xu; Ziliang Zong; Liqiang Nie; Yan Yan
6212,Is Geometry Enough for Matching in Visual Localization?,Qunjie Zhou; Sérgio Agostinho; Aljoša Ošep; Laura Leal-Taixé
6228,3D Face Reconstruction with Dense Landmarks,Erroll Wood; Tadas Baltrušaitis; Charlie Hewitt; Matthew Johnson; Jingjing Shen; Nikola Milosavljević; Daniel Wilde; Stephan Garbin; Toby Sharp; Ivan Stojiljković; Tom Cashman; Julien Valentin
2808,OccamNets: Mitigating Dataset Bias by Favoring Simpler Hypotheses,Robik Shrestha; Kushal Kafle; Christopher Kanan
6328,GLAMD: Global and Local Attention Mask Distillation for Object Detectors,Younho Jang; Wheemyung Shin; Jinbeom Kim; Simon Woo; Sung-Ho Bae
